store_id,timestamp,active_riders,orders_in_queue,avg_rider_wait_time
1,2024-01-21 16:45:00,11,2,1.06
2,2024-01-21 16:45:00,9,2,0.51
3,2024-01-21 16:45:00,7,2,0.98
4,2024-01-21 16:45:00,10,0,1.04
5,2024-01-21 16:45:00,9,2,1.27
6,2024-01-21 16:45:00,10,2,1.45
7,2024-01-21 16:45:00,4,3,0.8
8,2024-01-21 16:45:00,9,0,1.21
9,2024-01-21 16:45:00,11,3,0.73
10,2024-01-21 16:45:00,9,1,0.63
11,2024-01-21 16:45:00,6,3,0.98
12,2024-01-21 16:45:00,4,1,0.54
1,2024-01-21 17:00:00,13,2,1.48
2,2024-01-21 17:00:00,12,1,1.2
3,2024-01-21 17:00:00,7,2,0.73
4,2024-01-21 17:00:00,17,3,1.17
5,2024-01-21 17:00:00,12,1,0.81
6,2024-01-21 17:00:00,9,2,0.65
7,2024-01-21 17:00:00,5,2,1.47
8,2024-01-21 17:00:00,12,1,1.14
9,2024-01-21 17:00:00,16,3,1.07
10,2024-01-21 17:00:00,10,3,1.13
11,2024-01-21 17:00:00,10,0,0.83
12,2024-01-21 17:00:00,6,3,1.07
1,2024-01-21 17:15:00,13,2,1.3
2,2024-01-21 17:15:00,10,1,1.46
3,2024-01-21 17:15:00,6,3,1.32
4,2024-01-21 17:15:00,17,0,0.99
5,2024-01-21 17:15:00,10,2,0.9
6,2024-01-21 17:15:00,9,3,1.23
7,2024-01-21 17:15:00,4,0,0.84
8,2024-01-21 17:15:00,11,1,0.71
9,2024-01-21 17:15:00,15,0,0.98
10,2024-01-21 17:15:00,10,0,1.29
11,2024-01-21 17:15:00,8,3,0.68
12,2024-01-21 17:15:00,5,2,0.98
1,2024-01-21 17:30:00,14,0,0.56
2,2024-01-21 17:30:00,12,2,1.45
3,2024-01-21 17:30:00,6,0,1.28
4,2024-01-21 17:30:00,13,1,0.98
5,2024-01-21 17:30:00,10,3,1.22
6,2024-01-21 17:30:00,11,1,0.54
7,2024-01-21 17:30:00,4,1,0.85
8,2024-01-21 17:30:00,12,2,0.51
9,2024-01-21 17:30:00,14,2,0.8
10,2024-01-21 17:30:00,9,2,1.38
11,2024-01-21 17:30:00,9,0,1.0
12,2024-01-21 17:30:00,5,0,0.91
1,2024-01-21 17:45:00,17,0,0.64
2,2024-01-21 17:45:00,10,0,1.03
3,2024-01-21 17:45:00,4,1,1.17
4,2024-01-21 17:45:00,17,0,1.36
5,2024-01-21 17:45:00,8,2,0.8
6,2024-01-21 17:45:00,11,2,0.9
7,2024-01-21 17:45:00,7,2,1.1
8,2024-01-21 17:45:00,9,3,1.26
9,2024-01-21 17:45:00,15,3,1.44
10,2024-01-21 17:45:00,9,0,1.44
11,2024-01-21 17:45:00,10,0,0.79
12,2024-01-21 17:45:00,7,2,0.83
1,2024-01-21 18:00:00,14,2,1.46
2,2024-01-21 18:00:00,8,3,0.9
3,2024-01-21 18:00:00,7,0,0.98
4,2024-01-21 18:00:00,15,3,0.56
5,2024-01-21 18:00:00,9,2,1.2
6,2024-01-21 18:00:00,11,0,1.33
7,2024-01-21 18:00:00,5,0,1.49
8,2024-01-21 18:00:00,11,2,1.27
9,2024-01-21 18:00:00,17,2,0.54
10,2024-01-21 18:00:00,11,1,1.24
11,2024-01-21 18:00:00,10,0,0.54
12,2024-01-21 18:00:00,5,0,1.18
1,2024-01-21 18:15:00,17,0,0.82
2,2024-01-21 18:15:00,11,2,0.67
3,2024-01-21 18:15:00,6,3,0.83
4,2024-01-21 18:15:00,17,2,1.05
5,2024-01-21 18:15:00,8,2,1.06
6,2024-01-21 18:15:00,10,2,1.4
7,2024-01-21 18:15:00,6,2,0.82
8,2024-01-21 18:15:00,8,0,0.81
9,2024-01-21 18:15:00,13,1,1.04
10,2024-01-21 18:15:00,8,2,1.5
11,2024-01-21 18:15:00,9,0,0.67
12,2024-01-21 18:15:00,5,0,1.38
1,2024-01-21 18:30:00,14,3,1.0
2,2024-01-21 18:30:00,12,2,1.35
3,2024-01-21 18:30:00,7,2,1.3
4,2024-01-21 18:30:00,13,0,1.2
5,2024-01-21 18:30:00,12,2,0.51
6,2024-01-21 18:30:00,8,0,1.01
7,2024-01-21 18:30:00,6,2,1.02
8,2024-01-21 18:30:00,9,3,1.05
9,2024-01-21 18:30:00,13,0,1.32
10,2024-01-21 18:30:00,8,2,0.67
11,2024-01-21 18:30:00,11,0,1.47
12,2024-01-21 18:30:00,5,2,1.06
1,2024-01-21 18:45:00,16,0,0.87
2,2024-01-21 18:45:00,9,2,1.02
3,2024-01-21 18:45:00,8,3,1.45
4,2024-01-21 18:45:00,15,0,0.67
5,2024-01-21 18:45:00,10,3,1.03
6,2024-01-21 18:45:00,10,2,0.74
7,2024-01-21 18:45:00,4,3,0.68
8,2024-01-21 18:45:00,8,1,1.3
9,2024-01-21 18:45:00,13,1,0.68
10,2024-01-21 18:45:00,12,2,1.43
11,2024-01-21 18:45:00,11,1,0.75
12,2024-01-21 18:45:00,5,0,0.85
1,2024-01-21 19:00:00,13,2,1.04
2,2024-01-21 19:00:00,8,0,0.87
3,2024-01-21 19:00:00,4,2,0.55
4,2024-01-21 19:00:00,14,0,1.45
5,2024-01-21 19:00:00,9,0,1.46
6,2024-01-21 19:00:00,10,2,0.95
7,2024-01-21 19:00:00,6,1,0.89
8,2024-01-21 19:00:00,9,2,1.19
9,2024-01-21 19:00:00,14,1,0.6
10,2024-01-21 19:00:00,12,3,1.37
11,2024-01-21 19:00:00,9,1,0.61
12,2024-01-21 19:00:00,6,3,0.89
1,2024-01-21 19:15:00,17,3,0.96
2,2024-01-21 19:15:00,11,2,0.76
3,2024-01-21 19:15:00,5,2,0.82
4,2024-01-21 19:15:00,14,2,1.2
5,2024-01-21 19:15:00,10,3,0.65
6,2024-01-21 19:15:00,9,2,0.59
7,2024-01-21 19:15:00,8,0,0.57
8,2024-01-21 19:15:00,11,1,1.34
9,2024-01-21 19:15:00,13,3,0.67
10,2024-01-21 19:15:00,8,0,1.06
11,2024-01-21 19:15:00,9,0,1.15
12,2024-01-21 19:15:00,6,0,0.6
1,2024-01-21 19:30:00,15,0,1.09
2,2024-01-21 19:30:00,12,2,1.12
3,2024-01-21 19:30:00,8,0,0.75
4,2024-01-21 19:30:00,14,2,1.5
5,2024-01-21 19:30:00,10,3,1.47
6,2024-01-21 19:30:00,9,2,1.4
7,2024-01-21 19:30:00,7,3,0.58
8,2024-01-21 19:30:00,10,0,0.99
9,2024-01-21 19:30:00,13,0,0.74
10,2024-01-21 19:30:00,8,1,1.01
11,2024-01-21 19:30:00,8,0,0.84
12,2024-01-21 19:30:00,6,3,1.42
1,2024-01-21 19:45:00,14,2,1.1
2,2024-01-21 19:45:00,10,3,1.25
3,2024-01-21 19:45:00,6,0,1.4
4,2024-01-21 19:45:00,17,2,0.98
5,2024-01-21 19:45:00,11,1,0.89
6,2024-01-21 19:45:00,11,2,0.91
7,2024-01-21 19:45:00,4,0,0.88
8,2024-01-21 19:45:00,9,3,1.36
9,2024-01-21 19:45:00,15,3,1.27
10,2024-01-21 19:45:00,10,1,0.78
11,2024-01-21 19:45:00,11,3,0.64
12,2024-01-21 19:45:00,8,1,0.54
1,2024-01-21 20:00:00,15,3,0.88
2,2024-01-21 20:00:00,11,3,1.21
3,2024-01-21 20:00:00,5,1,1.38
4,2024-01-21 20:00:00,15,0,0.89
5,2024-01-21 20:00:00,12,2,0.64
6,2024-01-21 20:00:00,11,0,0.79
7,2024-01-21 20:00:00,5,3,0.91
8,2024-01-21 20:00:00,10,0,0.75
9,2024-01-21 20:00:00,16,1,0.69
10,2024-01-21 20:00:00,11,1,0.53
11,2024-01-21 20:00:00,9,2,0.79
12,2024-01-21 20:00:00,5,0,1.01
1,2024-01-21 20:15:00,14,1,1.24
2,2024-01-21 20:15:00,8,3,0.73
3,2024-01-21 20:15:00,5,2,1.29
4,2024-01-21 20:15:00,14,3,0.87
5,2024-01-21 20:15:00,11,0,1.24
6,2024-01-21 20:15:00,9,1,1.46
7,2024-01-21 20:15:00,4,3,1.11
8,2024-01-21 20:15:00,8,0,1.0
9,2024-01-21 20:15:00,16,1,1.21
10,2024-01-21 20:15:00,11,1,0.91
11,2024-01-21 20:15:00,9,0,1.35
12,2024-01-21 20:15:00,8,2,0.5
1,2024-01-21 20:30:00,14,2,0.78
2,2024-01-21 20:30:00,8,2,1.49
3,2024-01-21 20:30:00,7,0,0.55
4,2024-01-21 20:30:00,16,0,1.17
5,2024-01-21 20:30:00,10,1,1.49
6,2024-01-21 20:30:00,10,0,1.5
7,2024-01-21 20:30:00,5,1,0.64
8,2024-01-21 20:30:00,8,2,1.2
9,2024-01-21 20:30:00,14,0,1.36
10,2024-01-21 20:30:00,10,2,1.3
11,2024-01-21 20:30:00,10,3,1.14
12,2024-01-21 20:30:00,6,0,1.17
1,2024-01-21 20:45:00,13,1,0.97
2,2024-01-21 20:45:00,12,2,1.25
3,2024-01-21 20:45:00,4,3,0.77
4,2024-01-21 20:45:00,17,2,1.27
5,2024-01-21 20:45:00,12,3,1.36
6,2024-01-21 20:45:00,12,0,1.01
7,2024-01-21 20:45:00,4,0,1.37
8,2024-01-21 20:45:00,12,1,0.86
9,2024-01-21 20:45:00,13,2,0.55
10,2024-01-21 20:45:00,11,2,1.31
11,2024-01-21 20:45:00,8,1,0.5
12,2024-01-21 20:45:00,8,1,1.14
1,2024-01-21 21:00:00,16,1,0.51
2,2024-01-21 21:00:00,11,0,0.89
3,2024-01-21 21:00:00,4,2,0.54
4,2024-01-21 21:00:00,14,3,1.13
5,2024-01-21 21:00:00,8,2,0.67
6,2024-01-21 21:00:00,8,2,0.96
7,2024-01-21 21:00:00,8,1,1.32
8,2024-01-21 21:00:00,9,1,1.12
9,2024-01-21 21:00:00,17,2,1.48
10,2024-01-21 21:00:00,11,3,1.25
11,2024-01-21 21:00:00,10,2,1.11
12,2024-01-21 21:00:00,8,1,0.9
1,2024-01-21 21:15:00,16,2,0.78
2,2024-01-21 21:15:00,9,0,1.38
3,2024-01-21 21:15:00,5,1,1.24
4,2024-01-21 21:15:00,16,3,0.86
5,2024-01-21 21:15:00,9,2,1.21
6,2024-01-21 21:15:00,8,3,0.93
7,2024-01-21 21:15:00,4,3,1.32
8,2024-01-21 21:15:00,9,1,0.58
9,2024-01-21 21:15:00,13,0,1.19
10,2024-01-21 21:15:00,9,1,1.43
11,2024-01-21 21:15:00,10,1,0.58
12,2024-01-21 21:15:00,8,0,1.12
1,2024-01-21 21:30:00,17,0,1.3
2,2024-01-21 21:30:00,10,3,1.01
3,2024-01-21 21:30:00,5,2,1.18
4,2024-01-21 21:30:00,14,1,0.8
5,2024-01-21 21:30:00,12,2,0.68
6,2024-01-21 21:30:00,10,3,1.24
7,2024-01-21 21:30:00,5,3,0.6
8,2024-01-21 21:30:00,8,0,0.62
9,2024-01-21 21:30:00,15,0,1.19
10,2024-01-21 21:30:00,8,2,1.41
11,2024-01-21 21:30:00,11,2,1.24
12,2024-01-21 21:30:00,7,0,1.0
1,2024-01-21 21:45:00,14,0,1.33
2,2024-01-21 21:45:00,8,2,1.37
3,2024-01-21 21:45:00,7,1,1.19
4,2024-01-21 21:45:00,16,2,1.07
5,2024-01-21 21:45:00,10,3,0.59
6,2024-01-21 21:45:00,10,1,1.17
7,2024-01-21 21:45:00,4,2,1.19
8,2024-01-21 21:45:00,9,0,0.71
9,2024-01-21 21:45:00,17,3,0.61
10,2024-01-21 21:45:00,11,1,0.98
11,2024-01-21 21:45:00,12,3,1.07
12,2024-01-21 21:45:00,4,1,0.73
1,2024-01-21 22:00:00,10,1,0.5
2,2024-01-21 22:00:00,9,0,0.86
3,2024-01-21 22:00:00,6,3,1.19
4,2024-01-21 22:00:00,12,3,0.84
5,2024-01-21 22:00:00,7,2,0.64
6,2024-01-21 22:00:00,6,3,0.96
7,2024-01-21 22:00:00,5,2,1.19
8,2024-01-21 22:00:00,10,0,0.92
9,2024-01-21 22:00:00,12,1,0.71
10,2024-01-21 22:00:00,9,1,0.96
11,2024-01-21 22:00:00,6,3,0.95
12,2024-01-21 22:00:00,4,0,1.34
1,2024-01-21 22:15:00,10,1,0.6
2,2024-01-21 22:15:00,8,0,1.26
3,2024-01-21 22:15:00,4,1,1.48
4,2024-01-21 22:15:00,10,3,0.66
5,2024-01-21 22:15:00,10,3,0.7
6,2024-01-21 22:15:00,8,3,0.89
7,2024-01-21 22:15:00,5,0,1.43
8,2024-01-21 22:15:00,10,1,0.91
9,2024-01-21 22:15:00,11,2,0.73
10,2024-01-21 22:15:00,9,1,1.49
11,2024-01-21 22:15:00,9,2,0.79
12,2024-01-21 22:15:00,5,2,0.81
1,2024-01-21 22:30:00,11,3,1.41
2,2024-01-21 22:30:00,9,0,0.73
3,2024-01-21 22:30:00,6,2,1.23
4,2024-01-21 22:30:00,13,1,1.47
5,2024-01-21 22:30:00,9,1,0.66
6,2024-01-21 22:30:00,8,0,1.02
7,2024-01-21 22:30:00,7,3,0.6
8,2024-01-21 22:30:00,6,2,0.87
9,2024-01-21 22:30:00,11,2,0.89
10,2024-01-21 22:30:00,7,0,1.15
11,2024-01-21 22:30:00,10,0,0.76
12,2024-01-21 22:30:00,4,3,1.45
1,2024-01-21 22:45:00,14,2,1.01
2,2024-01-21 22:45:00,10,0,0.57
3,2024-01-21 22:45:00,3,1,0.73
4,2024-01-21 22:45:00,13,0,1.09
5,2024-01-21 22:45:00,7,3,0.86
6,2024-01-21 22:45:00,6,0,0.71
7,2024-01-21 22:45:00,7,3,1.49
8,2024-01-21 22:45:00,9,3,0.75
9,2024-01-21 22:45:00,10,2,1.08
10,2024-01-21 22:45:00,8,1,0.55
11,2024-01-21 22:45:00,9,1,0.76
12,2024-01-21 22:45:00,6,0,1.25
1,2024-01-21 23:00:00,12,0,1.15
2,2024-01-21 23:00:00,10,1,1.47
3,2024-01-21 23:00:00,4,1,1.24
4,2024-01-21 23:00:00,10,0,1.14
5,2024-01-21 23:00:00,9,1,0.72
6,2024-01-21 23:00:00,7,1,1.02
7,2024-01-21 23:00:00,4,1,0.8
8,2024-01-21 23:00:00,9,1,0.53
9,2024-01-21 23:00:00,12,2,0.51
10,2024-01-21 23:00:00,9,2,0.73
11,2024-01-21 23:00:00,10,1,0.77
12,2024-01-21 23:00:00,4,2,1.02
1,2024-01-21 23:15:00,10,0,1.26
2,2024-01-21 23:15:00,8,3,0.79
3,2024-01-21 23:15:00,3,0,0.68
4,2024-01-21 23:15:00,11,2,0.84
5,2024-01-21 23:15:00,9,1,1.46
6,2024-01-21 23:15:00,10,0,0.81
7,2024-01-21 23:15:00,4,1,0.55
8,2024-01-21 23:15:00,9,1,1.17
9,2024-01-21 23:15:00,14,3,1.23
10,2024-01-21 23:15:00,9,1,1.45
11,2024-01-21 23:15:00,6,3,0.82
12,2024-01-21 23:15:00,3,2,0.64
1,2024-01-21 23:30:00,11,0,0.78
2,2024-01-21 23:30:00,7,1,0.72
3,2024-01-21 23:30:00,6,2,0.6
4,2024-01-21 23:30:00,14,3,0.77
5,2024-01-21 23:30:00,10,3,0.59
6,2024-01-21 23:30:00,6,2,1.33
7,2024-01-21 23:30:00,5,2,0.75
8,2024-01-21 23:30:00,10,3,0.52
9,2024-01-21 23:30:00,13,2,0.52
10,2024-01-21 23:30:00,10,0,1.18
11,2024-01-21 23:30:00,7,0,1.11
12,2024-01-21 23:30:00,6,1,1.04
1,2024-01-21 23:45:00,10,1,0.73
2,2024-01-21 23:45:00,8,3,1.32
3,2024-01-21 23:45:00,6,3,1.3
4,2024-01-21 23:45:00,11,1,1.16
5,2024-01-21 23:45:00,8,2,0.82
6,2024-01-21 23:45:00,10,3,1.24
7,2024-01-21 23:45:00,6,2,0.63
8,2024-01-21 23:45:00,8,1,0.71
9,2024-01-21 23:45:00,10,0,0.63
10,2024-01-21 23:45:00,7,1,0.55
11,2024-01-21 23:45:00,9,0,1.49
12,2024-01-21 23:45:00,3,3,1.33
1,2024-01-22 00:00:00,12,2,0.87
2,2024-01-22 00:00:00,10,2,1.2
3,2024-01-22 00:00:00,3,2,1.04
4,2024-01-22 00:00:00,11,1,0.72
5,2024-01-22 00:00:00,8,0,1.09
6,2024-01-22 00:00:00,9,3,1.13
7,2024-01-22 00:00:00,4,2,0.96
8,2024-01-22 00:00:00,6,0,1.28
9,2024-01-22 00:00:00,11,2,0.67
10,2024-01-22 00:00:00,7,0,1.25
11,2024-01-22 00:00:00,7,0,0.51
12,2024-01-22 00:00:00,5,3,1.02
1,2024-01-22 00:15:00,10,1,1.2
2,2024-01-22 00:15:00,8,2,1.25
3,2024-01-22 00:15:00,4,2,0.52
4,2024-01-22 00:15:00,14,3,1.41
5,2024-01-22 00:15:00,9,1,0.82
6,2024-01-22 00:15:00,8,0,0.61
7,2024-01-22 00:15:00,7,2,1.44
8,2024-01-22 00:15:00,7,0,0.52
9,2024-01-22 00:15:00,14,1,1.09
10,2024-01-22 00:15:00,7,3,0.86
11,2024-01-22 00:15:00,9,0,1.03
12,2024-01-22 00:15:00,4,0,1.43
1,2024-01-22 00:30:00,14,0,0.73
2,2024-01-22 00:30:00,8,1,1.17
3,2024-01-22 00:30:00,5,2,0.76
4,2024-01-22 00:30:00,10,1,0.53
5,2024-01-22 00:30:00,6,1,1.07
6,2024-01-22 00:30:00,7,0,0.74
7,2024-01-22 00:30:00,3,2,0.75
8,2024-01-22 00:30:00,8,0,1.16
9,2024-01-22 00:30:00,11,3,0.77
10,2024-01-22 00:30:00,7,3,0.61
11,2024-01-22 00:30:00,7,0,0.51
12,2024-01-22 00:30:00,7,0,1.11
1,2024-01-22 00:45:00,13,3,1.03
2,2024-01-22 00:45:00,8,2,0.7
3,2024-01-22 00:45:00,7,1,1.3
4,2024-01-22 00:45:00,11,3,0.85
5,2024-01-22 00:45:00,8,2,0.68
6,2024-01-22 00:45:00,10,1,1.47
7,2024-01-22 00:45:00,6,2,0.83
8,2024-01-22 00:45:00,7,1,1.13
9,2024-01-22 00:45:00,12,1,1.11
10,2024-01-22 00:45:00,8,3,1.27
11,2024-01-22 00:45:00,9,1,1.16
12,2024-01-22 00:45:00,3,2,0.5
1,2024-01-22 01:00:00,12,0,0.87
2,2024-01-22 01:00:00,9,2,1.12
3,2024-01-22 01:00:00,4,0,1.42
4,2024-01-22 01:00:00,11,3,0.91
5,2024-01-22 01:00:00,6,1,0.95
6,2024-01-22 01:00:00,6,2,1.47
7,2024-01-22 01:00:00,6,0,1.33
8,2024-01-22 01:00:00,7,0,1.23
9,2024-01-22 01:00:00,14,0,1.43
10,2024-01-22 01:00:00,8,0,1.11
11,2024-01-22 01:00:00,9,0,1.34
12,2024-01-22 01:00:00,7,2,0.86
1,2024-01-22 01:15:00,14,0,0.64
2,2024-01-22 01:15:00,9,2,1.16
3,2024-01-22 01:15:00,5,3,0.98
4,2024-01-22 01:15:00,10,3,1.29
5,2024-01-22 01:15:00,9,0,1.22
6,2024-01-22 01:15:00,6,3,1.36
7,2024-01-22 01:15:00,3,0,1.48
8,2024-01-22 01:15:00,6,3,1.11
9,2024-01-22 01:15:00,12,2,1.41
10,2024-01-22 01:15:00,9,2,0.93
11,2024-01-22 01:15:00,7,0,1.04
12,2024-01-22 01:15:00,4,3,0.95
1,2024-01-22 01:30:00,12,3,0.71
2,2024-01-22 01:30:00,10,3,1.38
3,2024-01-22 01:30:00,4,3,1.32
4,2024-01-22 01:30:00,10,2,0.72
5,2024-01-22 01:30:00,7,0,1.49
6,2024-01-22 01:30:00,8,0,1.26
7,2024-01-22 01:30:00,5,3,0.5
8,2024-01-22 01:30:00,7,0,0.57
9,2024-01-22 01:30:00,13,3,1.11
10,2024-01-22 01:30:00,6,2,1.09
11,2024-01-22 01:30:00,8,0,1.1
12,2024-01-22 01:30:00,7,1,0.94
1,2024-01-22 01:45:00,12,3,0.76
2,2024-01-22 01:45:00,6,1,1.2
3,2024-01-22 01:45:00,3,0,1.33
4,2024-01-22 01:45:00,11,0,0.72
5,2024-01-22 01:45:00,6,3,0.73
6,2024-01-22 01:45:00,8,3,1.22
7,2024-01-22 01:45:00,6,0,1.06
8,2024-01-22 01:45:00,10,2,1.02
9,2024-01-22 01:45:00,10,3,0.64
10,2024-01-22 01:45:00,10,3,1.12
11,2024-01-22 01:45:00,10,3,0.65
12,2024-01-22 01:45:00,6,0,1.33
1,2024-01-22 02:00:00,10,0,0.87
2,2024-01-22 02:00:00,7,1,0.92
3,2024-01-22 02:00:00,6,2,0.81
4,2024-01-22 02:00:00,12,3,0.92
5,2024-01-22 02:00:00,6,2,0.64
6,2024-01-22 02:00:00,6,3,0.54
7,2024-01-22 02:00:00,6,2,0.52
8,2024-01-22 02:00:00,8,2,0.51
9,2024-01-22 02:00:00,14,2,1.33
10,2024-01-22 02:00:00,7,1,1.03
11,2024-01-22 02:00:00,8,0,1.21
12,2024-01-22 02:00:00,7,3,1.09
1,2024-01-22 02:15:00,10,1,1.22
2,2024-01-22 02:15:00,6,2,0.89
3,2024-01-22 02:15:00,5,1,0.56
4,2024-01-22 02:15:00,14,3,0.67
5,2024-01-22 02:15:00,9,1,1.13
6,2024-01-22 02:15:00,7,2,0.63
7,2024-01-22 02:15:00,5,0,0.89
8,2024-01-22 02:15:00,6,3,0.74
9,2024-01-22 02:15:00,13,1,0.76
10,2024-01-22 02:15:00,7,2,1.39
11,2024-01-22 02:15:00,8,2,1.49
12,2024-01-22 02:15:00,7,2,0.71
1,2024-01-22 02:30:00,12,0,0.81
2,2024-01-22 02:30:00,9,1,0.92
3,2024-01-22 02:30:00,6,1,0.78
4,2024-01-22 02:30:00,14,1,1.11
5,2024-01-22 02:30:00,7,3,1.12
6,2024-01-22 02:30:00,8,2,1.22
7,2024-01-22 02:30:00,7,1,0.51
8,2024-01-22 02:30:00,10,3,0.85
9,2024-01-22 02:30:00,10,1,0.53
10,2024-01-22 02:30:00,8,1,1.06
11,2024-01-22 02:30:00,10,0,0.7
12,2024-01-22 02:30:00,7,3,1.3
1,2024-01-22 02:45:00,13,3,0.95
2,2024-01-22 02:45:00,6,1,0.71
3,2024-01-22 02:45:00,4,3,0.56
4,2024-01-22 02:45:00,13,3,0.89
5,2024-01-22 02:45:00,9,3,0.87
6,2024-01-22 02:45:00,7,1,1.03
7,2024-01-22 02:45:00,7,1,0.73
8,2024-01-22 02:45:00,7,2,0.83
9,2024-01-22 02:45:00,13,1,0.97
10,2024-01-22 02:45:00,6,0,0.78
11,2024-01-22 02:45:00,6,1,1.2
12,2024-01-22 02:45:00,5,0,1.08
1,2024-01-22 03:00:00,12,0,1.44
2,2024-01-22 03:00:00,6,1,0.74
3,2024-01-22 03:00:00,6,0,1.05
4,2024-01-22 03:00:00,10,0,1.22
5,2024-01-22 03:00:00,7,3,0.98
6,2024-01-22 03:00:00,7,2,1.45
7,2024-01-22 03:00:00,4,0,0.93
8,2024-01-22 03:00:00,10,0,0.73
9,2024-01-22 03:00:00,11,0,0.97
10,2024-01-22 03:00:00,9,3,0.96
11,2024-01-22 03:00:00,8,0,1.33
12,2024-01-22 03:00:00,4,2,1.31
1,2024-01-22 03:15:00,12,2,1.17
2,2024-01-22 03:15:00,8,3,0.72
3,2024-01-22 03:15:00,6,2,1.42
4,2024-01-22 03:15:00,11,2,0.58
5,2024-01-22 03:15:00,7,3,0.85
6,2024-01-22 03:15:00,8,2,0.96
7,2024-01-22 03:15:00,3,3,0.98
8,2024-01-22 03:15:00,9,2,1.49
9,2024-01-22 03:15:00,13,0,1.23
10,2024-01-22 03:15:00,10,2,1.27
11,2024-01-22 03:15:00,9,2,1.02
12,2024-01-22 03:15:00,5,0,0.9
1,2024-01-22 03:30:00,13,0,1.47
2,2024-01-22 03:30:00,9,3,0.53
3,2024-01-22 03:30:00,4,2,1.09
4,2024-01-22 03:30:00,12,3,0.66
5,2024-01-22 03:30:00,9,2,0.73
6,2024-01-22 03:30:00,10,3,1.42
7,2024-01-22 03:30:00,3,1,1.47
8,2024-01-22 03:30:00,9,1,1.45
9,2024-01-22 03:30:00,10,1,0.57
10,2024-01-22 03:30:00,6,1,1.37
11,2024-01-22 03:30:00,6,1,1.19
12,2024-01-22 03:30:00,6,2,0.7
1,2024-01-22 03:45:00,11,2,0.61
2,2024-01-22 03:45:00,10,0,0.57
3,2024-01-22 03:45:00,4,0,1.43
4,2024-01-22 03:45:00,14,3,0.52
5,2024-01-22 03:45:00,6,1,0.97
6,2024-01-22 03:45:00,8,1,1.21
7,2024-01-22 03:45:00,5,1,1.41
8,2024-01-22 03:45:00,6,3,1.04
9,2024-01-22 03:45:00,13,1,1.24
10,2024-01-22 03:45:00,7,3,0.69
11,2024-01-22 03:45:00,9,1,1.35
12,2024-01-22 03:45:00,6,2,1.03
1,2024-01-22 04:00:00,14,2,1.01
2,2024-01-22 04:00:00,9,2,1.4
3,2024-01-22 04:00:00,3,0,0.6
4,2024-01-22 04:00:00,10,3,1.26
5,2024-01-22 04:00:00,9,1,1.5
6,2024-01-22 04:00:00,6,0,1.09
7,2024-01-22 04:00:00,6,1,1.31
8,2024-01-22 04:00:00,10,2,0.97
9,2024-01-22 04:00:00,14,2,0.85
10,2024-01-22 04:00:00,8,3,1.24
11,2024-01-22 04:00:00,8,2,0.83
12,2024-01-22 04:00:00,3,1,1.24
1,2024-01-22 04:15:00,12,1,0.54
2,2024-01-22 04:15:00,8,2,0.62
3,2024-01-22 04:15:00,6,1,1.3
4,2024-01-22 04:15:00,14,1,0.94
5,2024-01-22 04:15:00,10,2,0.78
6,2024-01-22 04:15:00,10,1,1.15
7,2024-01-22 04:15:00,5,3,0.99
8,2024-01-22 04:15:00,7,1,1.46
9,2024-01-22 04:15:00,14,3,1.34
10,2024-01-22 04:15:00,6,0,1.5
11,2024-01-22 04:15:00,10,3,1.16
12,2024-01-22 04:15:00,5,3,1.24
1,2024-01-22 04:30:00,11,0,1.41
2,2024-01-22 04:30:00,9,0,1.46
3,2024-01-22 04:30:00,4,0,0.61
4,2024-01-22 04:30:00,13,1,1.48
5,2024-01-22 04:30:00,8,2,0.88
6,2024-01-22 04:30:00,10,2,1.37
7,2024-01-22 04:30:00,6,1,0.68
8,2024-01-22 04:30:00,7,1,1.26
9,2024-01-22 04:30:00,14,1,0.67
10,2024-01-22 04:30:00,9,3,0.83
11,2024-01-22 04:30:00,9,3,1.34
12,2024-01-22 04:30:00,5,3,0.82
1,2024-01-22 04:45:00,12,3,1.29
2,2024-01-22 04:45:00,10,0,1.15
3,2024-01-22 04:45:00,3,2,0.78
4,2024-01-22 04:45:00,13,1,1.01
5,2024-01-22 04:45:00,8,3,0.59
6,2024-01-22 04:45:00,10,0,1.48
7,2024-01-22 04:45:00,4,3,1.24
8,2024-01-22 04:45:00,9,0,1.04
9,2024-01-22 04:45:00,10,2,1.36
10,2024-01-22 04:45:00,8,1,1.13
11,2024-01-22 04:45:00,6,2,0.8
12,2024-01-22 04:45:00,7,3,1.28
1,2024-01-22 05:00:00,10,1,1.23
2,2024-01-22 05:00:00,10,2,0.63
3,2024-01-22 05:00:00,5,0,0.74
4,2024-01-22 05:00:00,12,2,1.17
5,2024-01-22 05:00:00,10,0,1.39
6,2024-01-22 05:00:00,10,2,0.86
7,2024-01-22 05:00:00,7,2,0.58
8,2024-01-22 05:00:00,6,3,0.66
9,2024-01-22 05:00:00,10,1,0.95
10,2024-01-22 05:00:00,6,0,0.67
11,2024-01-22 05:00:00,9,3,1.08
12,2024-01-22 05:00:00,5,1,0.82
1,2024-01-22 05:15:00,11,1,0.55
2,2024-01-22 05:15:00,6,0,0.78
3,2024-01-22 05:15:00,6,2,0.96
4,2024-01-22 05:15:00,14,0,0.73
5,2024-01-22 05:15:00,6,1,0.78
6,2024-01-22 05:15:00,8,3,1.3
7,2024-01-22 05:15:00,6,1,1.11
